    1     1  -1.2320   0.8060  -0.1610    41    42    42    0.0    0.4    0.0     6     8     7   0.282     0     0  0
    1     2   0.0260   0.6190  -0.0930    41    41    41    0.0    0.0   -0.4     7     2     4   0.292     0     0  0
    1     3   0.3690   0.1730  -0.4170    41    42    42    0.0    0.4    0.0     6     7     5   0.282     0     0  0
    1     4   0.6320   0.8480  -0.3460    42    42    41    0.4    0.4   -0.4     4     6     5   0.272     0     0  0
    1     5  -2.0290  -2.4520   0.5520    41    41    42    0.0    0.0    0.0     1     5     8   0.277     0     0  0
    1     6  -0.8780  -1.3650   0.4640    41    41    42    0.0    0.0    0.0     6     9     5   0.287     0     0  0
    1     7  -1.4870  -0.2230   0.4080    42    41    42    0.4    0.0    0.0     2     5     2   0.282     0     0  0
    1     8   0.9760   0.3680  -0.0200    41    41    42    0.0    0.0    0.0     1     2     4   0.277     0     0  0
    1     9  -0.3120  -0.5230   0.3380    41    41    42    0.0    0.0    0.0     4     2     3   0.277     0     0  0
    1    10  -1.0640  -0.5390   0.3060    41    42    42    0.0    0.4    0.0     1     2     3   0.272     0     0  0
    1    11   1.1120   0.4870  -0.4220    41    42    42    0.0    0.4    0.0     6     6     5   0.282     0     0  0
    1    12   0.6920  -1.0860   0.3560    41    42    41    0.0    0.4   -0.4     4     6     6   0.267     0     0  0
    1    13   1.7920  -1.6600   0.1550    41    42    42    0.0    0.4    0.0    10     2     3   0.292     0     0  0
    1    14  -2.7490   1.4890   0.0940    41    41    42    0.0    0.0    0.0    14     8     6   0.282     0     0  0
    1    15  -0.6220  -2.9600   0.2370    41    42    41    0.0    0.4   -0.4     8     4     1   0.277     0     0  0
    1    16   1.3650  -2.1270  -0.3160    41    41    42    0.0    0.0    0.0    11     3     1   0.277     0     0  0
    1    17   0.7040   0.4900  -0.2970    42    42    42    0.4    0.4    0.0     2     5     2   0.282     0     0  0
    1    18  -1.4050   1.6050  -0.1660    41    41    42    0.0    0.0    0.0     3     2     5   0.272     0     0  0
    1    19  -1.4500   1.0780   0.1940    41    41    42    0.0    0.0    0.0     7     5     6   0.277     0     0  0
    1    20  -1.3270  -0.7070   0.5420    41    42    42    0.0    0.4    0.0     5     4     4   0.277     0     0  0
    1    21   1.0390   0.0300  -0.2800    41    41    42    0.0    0.0    0.0     2     5     1   0.282     0     0  0
    1    22   0.1320  -1.2410   0.1160    41    41    42    0.0    0.0    0.0     3     5     3   0.287     0     0  0
    1    23   0.9380   0.3980  -0.0040    41    41    42    0.0    0.0    0.0     5     2     2   0.282     0     0  0
    1    24   1.2450   0.6110  -0.2210    41    41    42    0.0    0.0    0.0     6     5     4   0.302     0     0  0
    1    25  -0.2640   0.6090   0.2660    42    42    42    0.4    0.4    0.0     6     7     3   0.292     0     0  0
    1    26   0.3280   1.6600  -0.0740    41    41    42    0.0    0.0    0.0     4     4    13   0.277     0     0  0
    1    27   1.7650   0.5690  -0.1440    41    42    42    0.0    0.4    0.0     4     3     7   0.277     0     0  0
    1    28  -0.1810   0.5800  -0.2350    41    41    41    0.0    0.0   -0.4     6     3     9   0.292     0     0  0
    1    29   0.9030  -0.4140   0.1060    41    41    41    0.0    0.0   -0.4     5     4     4   0.282     0     0  0
    1    30  -0.2720   1.0220   0.1800    41    42    42    0.0    0.4    0.0     5     2     5   0.277     0     0  0
    1    31   0.7780  -0.4370  -0.3500    41    42    42    0.0    0.4    0.0     7     3    10   0.272     0     0  0
    1    32   1.1860  -1.4300  -0.0840    41    41    42    0.0    0.0    0.0     5    11     9   0.277     0     0  0
    1    33   1.6740  -0.7790  -0.3980    41    41    42    0.0    0.0    0.0     2     1     8   0.282     0     0  0
    1    34   1.4120   1.3700  -0.7570    41    41    42    0.0    0.0    0.0     6     8     4   0.292     0     0  0
    1    35  -0.6430   0.8960  -0.0190    41    41    42    0.0    0.0    0.0     5     7     0   0.292     0     0  0
    1    36   1.4810  -1.4410  -0.0080    41    42    42    0.0    0.4    0.0     9     2     3   0.277     0     0  0
    1    37  -0.3350  -0.6640   0.3960    41    42    42    0.0    0.4    0.0     0     1     4   0.302     0     0  0
    1    38   1.8980   1.8870  -0.3900    41    41    41    0.0    0.0   -0.4     7    13     5   0.277     0     0  0
    1    39  -0.4130   1.1180   0.2150    41    41    41    0.0    0.0   -0.4     3     7     3   0.297     0     0  0
    1    40   0.9090   0.5550  -0.4260    41    41    42    0.0    0.0    0.0    10     3     4   0.287     0     0  0
    1    41   0.8880   0.1270  -0.3380    41    41    42    0.0    0.0    0.0     8     4     3   0.297     0     0  0
    1    42   0.5920  -1.4370   0.4950    41    42    41    0.0    0.4   -0.4     2     5     3   0.277     0     0  0
    1    43  -0.1260   0.4710   0.0860    41    41    42    0.0    0.0    0.0     8     5     4   0.282     0     0  0
    1    44  -0.8960   0.1850   0.4290    41    41    41    0.0    0.0   -0.4     2     5     6   0.282     0     0  0
    1    45   1.1020  -0.1030  -0.3010    41    41    42    0.0    0.0    0.0     6     7     8   0.292     0     0  0
    1    46   0.1220   0.1090   0.1600    41    41    42    0.0    0.0    0.0     6     2     3   0.282     0     0  0
    1    47   0.7290   1.8430  -0.2180    41    41    41    0.0    0.0   -0.4     9     9     5   0.282     0     0  0
    1    48  -0.3340  -1.6000   0.1930    41    41    42    0.0    0.0    0.0     9     2     4   0.277     0     0  0
    1    49   0.2800  -1.3100   0.2720    41    41    42    0.0    0.0    0.0     8    13     4   0.292     0     0  0
