    1     1  -0.4740  -1.4580   0.3000    41    42    42    0.0    0.0    0.4     9     5     7   0.307     0     0  0
    1     2  -0.2920  -0.5800   0.5420    41    42    42    0.0    0.0    0.4     8     7     8   0.302     0     0  0
    1     3   0.1290   2.1660   0.0630    41    42    42    0.0    0.0    0.4     0     6     8   0.302     0     0  0
    1     4   1.7970   0.7230  -0.1090    41    42    42    0.0    0.0    0.4     3     4     9   0.292     0     0  0
    1     5   0.8840   0.5120  -0.3800    41    41    41    0.0   -0.4    0.0     7     5     8   0.297     0     0  0
    1     6  -2.0010   2.1560   0.1600    42    42    42    0.4    0.0    0.4     7     4     4   0.312     0     0  0
    1     7  -1.1800  -1.7330  -0.1150    41    42    42    0.0    0.0    0.4     3     3     2   0.297     0     0  0
    1     8   0.7700  -2.8640   0.0790    41    42    42    0.0    0.0    0.4     6     2     5   0.292     0     0  0
    1     9   0.2270   1.9950   0.3910    42    42    42    0.4    0.0    0.4     3     6     1   0.307     0     0  0
    1    10  -0.3140   1.0430   0.2220    41    41    42    0.0   -0.4    0.4    10    11     6   0.302     0     0  0
    1    11   0.1960  -0.5930  -0.0490    41    42    42    0.0    0.0    0.4     6     3     4   0.317     0     0  0
    1    12  -1.9020  -2.6240   0.2880    41    42    42    0.0    0.0    0.4     3     3     4   0.307     0     0  0
    1    13   1.7010  -1.7920  -0.0870    41    42    42    0.0    0.0    0.4     6     8     3   0.302     0     0  0
    1    14  -0.2050  -0.6230  -0.2350    41    41    42    0.0   -0.4    0.4     4     9     0   0.312     0     0  0
    1    15  -0.3090   0.9990  -0.0790    41    42    42    0.0    0.0    0.4     8     7     2   0.292     0     0  0
    1    16   1.4550   1.4750  -0.2870    41    42    42    0.0    0.0    0.4     2     5     4   0.307     0     0  0
    1    17  -0.2790   0.1590   0.1530    41    42    42    0.0    0.0    0.4     1     4     5   0.307     0     0  0
    1    18  -0.3270   0.1710   0.1580    41    41    42    0.0   -0.4    0.4     6     2     4   0.297     0     0  0
    1    19   1.0430  -1.6350   0.1460    41    41    42    0.0   -0.4    0.4     2     8     2   0.302     0     0  0
    1    20  -0.5230   1.8650  -0.3770    41    42    42    0.0    0.0    0.4     5     3     6   0.317     0     0  0
    1    21   0.8600  -0.6000  -0.1880    41    41    41    0.0   -0.4    0.0     5     3     9   0.297     0     0  0
    1    22  -0.3010   0.0730  -0.3450    41    41    42    0.0   -0.4    0.4     7     3     7   0.287     0     0  0
    1    23  -1.0820  -0.2620   0.2910    41    41    41    0.0   -0.4    0.0     9     4    11   0.302     0     0  0
    1    24  -0.6230  -0.3590  -0.1390    41    41    42    0.0   -0.4    0.4     5     1     4   0.297     0     0  0
    1    25  -0.0200   1.5120  -0.0170    41    42    42    0.0    0.0    0.4     2     2     2   0.292     0     0  0
    1    26  -1.1680   0.4920  -0.1490    41    41    42    0.0   -0.4    0.4     7     3     2   0.307     0     0  0
    1    27   1.1420   0.2230  -0.4890    41    41    42    0.0   -0.4    0.4     8     3     3   0.287     0     0  0
    1    28  -0.8940  -1.8300  -0.0880    42    41    43    0.4   -0.4    0.9     2     4     6   0.297     0     0  0
    1    29   0.0600   0.6320   0.1980    41    42    41    0.0    0.0    0.0     1     5     7   0.312     0     0  0
    1    30   2.4990   0.9130  -0.3490    41    41    42    0.0   -0.4    0.4     3     6     4   0.287     0     0  0
