    1     1  -0.5000  -0.5470   0.0210    41    43    42   -0.4    0.4    0.0     1     6     2   0.307     0     0  0
    1     2  -0.9050  -1.5250  -0.2880    41    42    42   -0.4    0.0    0.0     5     7     3   0.322     0     0  0
    1     3  -0.9150  -0.8800   0.1340    42    42    42    0.0    0.0    0.0     4     8     7   0.302     0     0  0
    1     4  -0.5160   0.5130   0.4210    42    42    42    0.0    0.0    0.0     8    10     8   0.307     0     0  0
    1     5   0.8270  -0.4940  -0.3150    42    42    42    0.0    0.0    0.0     4    14     5   0.307     0     0  0
    1     6  -0.0450   1.2680   0.7690    41    42    43   -0.4    0.0    0.4     3     9    10   0.307     0     0  0
    1     7   1.3780  -0.4590  -0.4670    42    43    42    0.0    0.4    0.0     6     7    11   0.312     0     0  0
    1     8   0.2490   0.0540  -0.0280    42    42    42    0.0    0.0    0.0     4     5     5   0.317     0     0  0
    1     9  -0.8150   0.8270   0.4530    42    42    42    0.0    0.0    0.0     4     1     7   0.297     0     0  0
    1    10  -0.8200  -1.7160  -0.8590    41    42    42   -0.4    0.0    0.0    10    10     6   0.292     0     0  0
    1    11  -1.1900  -0.9180  -0.1420    41    42    42   -0.4    0.0    0.0     5     8     4   0.312     0     0  0
    1    12   1.1880  -1.8800  -1.4330    41    42    42   -0.4    0.0    0.0     6     4     3   0.302     0     0  0
    1    13   1.1450   0.1510   0.2660    42    42    43    0.0    0.0    0.4     3     2     8   0.317     0     0  0
    1    14  -0.0570   0.1430   0.1140    42    42    42    0.0    0.0    0.0     8     7     4   0.302     0     0  0
    1    15   0.8730  -2.5360  -1.2600    41    41    42   -0.4   -0.4    0.0     4     7     6   0.292     0     0  0
    1    16  -0.8330   1.2460   0.6980    42    42    42    0.0    0.0    0.0     9     3     8   0.297     0     0  0
    1    17   1.2690   0.6080  -0.0420    41    42    43   -0.4    0.0    0.4     5     7     4   0.302     0     0  0
    1    18  -0.5660  -0.3620  -0.0150    42    41    42    0.0   -0.4    0.0    10     8     6   0.302     0     0  0
    1    19  -2.3280   0.3970   1.0270    41    42    42   -0.4    0.0    0.0     1     2     5   0.317     0     0  0
    1    20  -0.3480   0.8770   0.5230    42    43    42    0.0    0.4    0.0     1     3     3   0.302     0     0  0
    1    21   0.3200   1.2750   0.3630    42    42    42    0.0    0.0    0.0     4     5     5   0.317     0     0  0
    1    22  -0.6500   0.5150   0.3860    42    42    42    0.0    0.0    0.0     4     3     4   0.307     0     0  0
    1    23   1.0400   1.2100   0.5600    42    42    42    0.0    0.0    0.0     2     2     7   0.302     0     0  0
    1    24  -1.8040  -0.1000   0.8180    42    42    42    0.0    0.0    0.0     6    14     3   0.302     0     0  0
